,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_vaccinations,people_fully_vaccinated_per_hundred
99022,2020-11-26,1509875.0,29001.0,52850.0,822.0,25487.282,489.548,892.129,13.876,,
99023,2020-11-27,1538217.0,28342.0,53677.0,827.0,25965.706,478.424,906.089,13.96,,
99024,2020-11-28,1564532.0,26315.0,54363.0,686.0,26409.914,444.208,917.669,11.58,,
99025,2020-11-29,1585178.0,20646.0,54904.0,541.0,26758.426,348.513,926.801,9.132,,
99026,2020-11-30,1601554.0,16376.0,55576.0,672.0,27034.86,276.433,938.145,11.344,,
99027,2020-12-01,1620901.0,19347.0,56361.0,785.0,27361.444,326.585,951.396,13.251,,
99028,2020-12-02,1641610.0,20709.0,57045.0,684.0,27711.021,349.576,962.942,11.546,,
99029,2020-12-03,1664829.0,23219.0,58038.0,993.0,28102.966,391.946,979.704,16.762,,
99030,2020-12-04,1688939.0,24110.0,58852.0,814.0,28509.953,406.986,993.445,13.741,,
99031,2020-12-05,1709991.0,21052.0,59514.0,662.0,28865.319,355.366,1004.62,11.175,,
99032,2020-12-06,1728878.0,18887.0,60078.0,564.0,29184.139,318.82,1014.14,9.521,,
99033,2020-12-07,1742557.0,13679.0,60606.0,528.0,29415.045,230.907,1023.053,8.913,,
99034,2020-12-08,1757394.0,14837.0,61240.0,634.0,29665.5,250.454,1033.755,10.702,,
99035,2020-12-09,1770149.0,12755.0,61739.0,499.0,29880.809,215.309,1042.179,8.423,,
99036,2020-12-10,1787147.0,16998.0,62626.0,887.0,30167.742,286.933,1057.151,14.973,,
99037,2020-12-11,1805873.0,18726.0,63387.0,761.0,30483.844,316.102,1069.997,12.846,,
99038,2020-12-12,1825775.0,19902.0,64036.0,649.0,30819.798,335.954,1080.953,10.955,,
99039,2020-12-13,1843712.0,17937.0,64520.0,484.0,31122.582,302.784,1089.123,8.17,,
99040,2020-12-14,1855737.0,12025.0,65011.0,491.0,31325.568,202.987,1097.411,8.288,,
99041,2020-12-15,1870576.0,14839.0,65857.0,846.0,31576.056,250.488,1111.692,14.281,,
99042,2020-12-16,1888144.0,17568.0,66537.0,680.0,31872.611,296.555,1123.171,11.479,,
99043,2020-12-17,1906377.0,18233.0,67220.0,683.0,32180.391,307.78,1134.7,11.529,,
99044,2020-12-18,1921778.0,15401.0,67894.0,674.0,32440.366,259.975,1146.077,11.377,,
99045,2020-12-19,1938083.0,16305.0,68447.0,553.0,32715.601,275.235,1155.412,9.335,,
99046,2020-12-20,1953185.0,15102.0,68799.0,352.0,32970.529,254.928,1161.354,5.942,,
99047,2020-12-21,1964054.0,10869.0,69214.0,415.0,33154.002,183.473,1168.359,7.005,,
99048,2020-12-22,1977370.0,13316.0,69842.0,628.0,33378.781,224.779,1178.96,10.601,,
99049,2020-12-23,1991278.0,13908.0,70395.0,553.0,33613.553,234.772,1188.295,9.335,,
99050,2020-12-24,2009317.0,18039.0,70900.0,505.0,33918.059,304.505,1196.82,8.525,,
99051,2020-12-25,2028354.0,19037.0,71359.0,459.0,34239.411,321.352,1204.568,7.748,,
99052,2020-12-26,2038759.0,10405.0,71620.0,261.0,34415.051,175.64,1208.974,4.406,,
99053,2020-12-27,2047696.0,8937.0,71925.0,305.0,34565.911,150.86,1214.122,5.149,7350.0,
99054,2020-12-28,2056277.0,8581.0,72370.0,445.0,34710.762,144.851,1221.634,7.512,8855.0,
99055,2020-12-29,2067487.0,11210.0,73029.0,659.0,34899.991,189.229,1232.758,11.124,9954.0,
99056,2020-12-30,2083689.0,16202.0,73604.0,575.0,35173.487,273.496,1242.464,9.706,14843.0,
99057,2020-12-31,2107166.0,23477.0,74159.0,555.0,35569.788,396.301,1251.833,9.369,40800.0,
99058,2021-01-01,2129376.0,22210.0,74621.0,462.0,35944.702,374.914,1259.632,7.799,52080.0,
99059,2021-01-02,2141201.0,11825.0,74985.0,364.0,36144.312,199.611,1265.776,6.144,91165.0,
99060,2021-01-03,2155446.0,14245.0,75332.0,347.0,36384.774,240.461,1271.634,5.857,127048.0,
99061,2021-01-04,2166244.0,10798.0,75680.0,348.0,36567.048,182.274,1277.508,5.874,196702.0,0.0
99062,2021-01-05,2181619.0,15375.0,76329.0,649.0,36826.584,259.536,1288.463,10.955,276975.0,0.0
99063,2021-01-06,2201945.0,20326.0,76877.0,548.0,37169.695,343.111,1297.714,9.25,342164.0,0.0
99064,2021-01-07,2220361.0,18416.0,77291.0,414.0,37480.564,310.869,1304.702,6.988,434831.0,0.0
99065,2021-01-08,2237890.0,17529.0,77911.0,620.0,37776.461,295.896,1315.168,10.466,531830.0,0.0
99066,2021-01-09,2257866.0,19976.0,78394.0,483.0,38113.663,337.203,1323.321,8.153,620106.0,0.0
99067,2021-01-10,2276491.0,18625.0,78755.0,361.0,38428.061,314.397,1329.415,6.094,681044.0,0.0
99068,2021-01-11,2289021.0,12530.0,79203.0,448.0,38639.572,211.511,1336.978,7.562,763253.0,0.0
99069,2021-01-12,2303263.0,14242.0,79819.0,616.0,38879.983,240.411,1347.376,10.398,846816.0,0.0
99070,2021-01-13,2319036.0,15773.0,80326.0,507.0,39146.237,266.254,1355.934,8.558,942323.0,0.0
99071,2021-01-14,2336279.0,17243.0,80848.0,522.0,39437.306,291.069,1364.746,8.812,1036916.0,0.0
99072,2021-01-15,2352423.0,16144.0,81325.0,477.0,39709.823,272.517,1372.798,8.052,1127964.0,0.0
99073,2021-01-16,2368733.0,16310.0,81800.0,475.0,39985.142,275.319,1380.816,8.018,1194104.0,0.0
99074,2021-01-17,2381277.0,12544.0,82177.0,377.0,40196.89,211.748,1387.18,6.364,1231751.0,0.01
99075,2021-01-18,2390102.0,8825.0,82554.0,377.0,40345.859,148.969,1393.544,6.364,1276460.0,0.01
99076,2021-01-19,2400598.0,10496.0,83157.0,603.0,40523.036,177.177,1403.723,10.179,1310090.0,0.02
99077,2021-01-20,2414166.0,13568.0,83681.0,524.0,40752.069,229.033,1412.568,8.845,1341629.0,0.02
99078,2021-01-21,2428221.0,14055.0,84202.0,521.0,40989.323,237.254,1421.363,8.795,1378222.0,0.06
99079,2021-01-22,2441854.0,13633.0,84674.0,472.0,41219.453,230.13,1429.33,7.968,1405687.0,0.08
99080,2021-01-23,2455185.0,13331.0,85162.0,488.0,41444.486,225.033,1437.568,8.238,1445073.0,0.14
99081,2021-01-24,2466813.0,11628.0,85461.0,299.0,41640.771,196.285,1442.615,5.047,1479117.0,0.19
99082,2021-01-25,2475372.0,8559.0,85881.0,420.0,41785.25,144.479,1449.705,7.09,1548777.0,0.3
99083,2021-01-26,2485956.0,10584.0,86422.0,541.0,41963.912,178.662,1458.837,9.132,1629657.0,0.43
99084,2021-01-27,2501147.0,15191.0,86889.0,467.0,42220.342,256.43,1466.72,7.883,1700917.0,0.54
99085,2021-01-28,2515507.0,14360.0,87381.0,492.0,42462.745,242.402,1475.026,8.305,1795179.0,0.69
99086,2021-01-29,2529070.0,13563.0,87858.0,477.0,42691.693,228.949,1483.077,8.052,1894359.0,0.85
99087,2021-01-30,2541783.0,12713.0,88279.0,421.0,42906.294,214.6,1490.184,7.107,1985160.0,0.99
99088,2021-01-31,2553032.0,11249.0,88516.0,237.0,43096.181,189.888,1494.185,4.001,2045171.0,1.09
99089,2021-02-01,2560957.0,7925.0,88845.0,329.0,43229.958,133.777,1499.738,5.554,2131428.0,1.23
99090,2021-02-02,2570608.0,9651.0,89344.0,499.0,43392.871,162.913,1508.162,8.423,2220078.0,1.37
99091,2021-02-03,2583790.0,13182.0,89820.0,476.0,43615.388,222.517,1516.197,8.035,2320379.0,1.52
99092,2021-02-04,2597446.0,13656.0,90241.0,421.0,43845.907,230.519,1523.303,7.107,2429424.0,1.68
99093,2021-02-05,2611659.0,14213.0,90618.0,377.0,44085.828,239.921,1529.667,6.364,2537668.0,1.83
99094,2021-02-06,2625098.0,13439.0,91003.0,385.0,44312.684,226.856,1536.166,6.499,2615774.0,1.94
99095,2021-02-07,2636738.0,11640.0,91273.0,270.0,44509.171,196.488,1540.724,4.558,2658216.0,2.0
99096,2021-02-08,2644707.0,7969.0,91580.0,307.0,44643.691,134.52,1545.906,5.182,2725489.0,2.06
99097,2021-02-09,2655319.0,10612.0,92002.0,422.0,44822.826,179.135,1553.03,7.124,2792782.0,2.12
99098,2021-02-10,2668266.0,12947.0,92338.0,336.0,45041.376,218.55,1558.702,5.672,2866145.0,2.17
99099,2021-02-11,2683403.0,15137.0,92729.0,391.0,45296.895,255.518,1565.302,6.6,2941480.0,2.2
99100,2021-02-12,2697296.0,13893.0,93045.0,316.0,45531.414,234.519,1570.636,5.334,3016099.0,2.23
99101,2021-02-13,2710819.0,13523.0,93356.0,311.0,45759.688,228.274,1575.886,5.25,3069045.0,2.24
99102,2021-02-14,2721879.0,11060.0,93577.0,221.0,45946.385,186.697,1579.616,3.731,3099076.0,2.24
99103,2021-02-15,2729223.0,7344.0,93835.0,258.0,46070.354,123.97,1583.972,4.355,3162114.0,2.25
99104,2021-02-16,2739591.0,10368.0,94171.0,336.0,46245.37,175.016,1589.643,5.672,3233627.0,2.26
99105,2021-02-17,2751657.0,12066.0,94540.0,369.0,46449.049,203.679,1595.872,6.229,3314412.0,2.28
99106,2021-02-18,2765412.0,13755.0,94887.0,347.0,46681.239,232.19,1601.73,5.857,3405056.0,2.29
99107,2021-02-19,2780882.0,15470.0,95235.0,348.0,46942.379,261.14,1607.604,5.874,3498750.0,2.31
99108,2021-02-20,2795796.0,14914.0,95486.0,251.0,47194.133,251.754,1611.841,4.237,3577360.0,2.31
99109,2021-02-21,2809246.0,13450.0,95718.0,232.0,47421.174,227.041,1615.757,3.916,3628627.0,2.32
99110,2021-02-22,2818863.0,9617.0,95992.0,274.0,47583.513,162.339,1620.383,4.625,3734891.0,2.33
99111,2021-02-23,2832162.0,13299.0,96348.0,356.0,47808.005,224.492,1626.392,6.009,3841945.0,2.33
99112,2021-02-24,2848564.0,16402.0,96666.0,318.0,48084.877,276.872,1631.76,5.368,3964727.0,2.35
99113,2021-02-25,2868435.0,19871.0,96974.0,308.0,48420.308,335.43,1636.959,5.199,4093747.0,2.37
99114,2021-02-26,2888923.0,20488.0,97227.0,253.0,48766.153,345.845,1641.23,4.271,4233006.0,2.4
99115,2021-02-27,2907825.0,18902.0,97507.0,280.0,49085.226,319.073,1645.956,4.727,4360181.0,2.42
99116,2021-02-28,2925265.0,17440.0,97699.0,192.0,49379.62,294.394,1649.197,3.241,4438707.0,2.43
99117,2021-03-01,2938371.0,13106.0,97945.0,246.0,49600.855,221.234,1653.35,4.153,4574916.0,2.47
99118,2021-03-02,2955434.0,17063.0,98288.0,343.0,49888.885,288.03,1659.14,5.79,4737477.0,2.52
99119,2021-03-03,2976274.0,20840.0,98635.0,347.0,50240.672,351.787,1664.997,5.857,4925534.0,2.59
99120,2021-03-04,2999119.0,22845.0,98974.0,339.0,50626.305,385.633,1670.72,5.722,5124415.0,2.67
99121,2021-03-05,3023129.0,24010.0,99271.0,297.0,51031.603,405.298,1675.733,5.013,5331433.0,2.76
99122,2021-03-06,3046762.0,23633.0,99578.0,307.0,51430.537,398.934,1680.916,5.182,5510127.0,2.83
99123,2021-03-07,3067486.0,20724.0,99785.0,207.0,51780.367,349.829,1684.41,3.494,5613396.0,2.86
99124,2021-03-08,3081368.0,13882.0,100103.0,318.0,52014.7,234.334,1689.778,5.368,5795881.0,2.94
99125,2021-03-09,3101093.0,19725.0,100479.0,376.0,52347.666,332.966,1696.125,6.347,5992139.0,3.03
99126,2021-03-10,3123368.0,22275.0,100811.0,332.0,52723.677,376.011,1701.729,5.604,6208791.0,3.12
99127,2021-03-11,3149017.0,25649.0,101184.0,373.0,53156.642,432.965,1708.026,6.296,6434185.0,3.22
99128,2021-03-12,3175807.0,26790.0,101564.0,380.0,53608.867,452.226,1714.44,6.415,6647556.0,3.32
99129,2021-03-13,3201838.0,26031.0,101881.0,317.0,54048.281,439.413,1719.791,5.351,6825248.0,3.41
99130,2021-03-14,3223142.0,21304.0,102145.0,264.0,54407.901,359.62,1724.248,4.456,6931365.0,3.46
99131,2021-03-15,3238394.0,15252.0,102499.0,354.0,54665.361,257.46,1730.223,5.976,7107268.0,3.58
99132,2021-03-16,3258770.0,20376.0,103001.0,502.0,55009.315,343.955,1738.697,8.474,7248199.0,3.7
99133,2021-03-17,3281810.0,23040.0,103432.0,431.0,55398.24,388.924,1745.973,7.275,7414616.0,3.84
99134,2021-03-18,3306711.0,24901.0,103855.0,423.0,55818.578,420.339,1753.113,7.14,7578869.0,3.98
99135,2021-03-19,3332418.0,25707.0,104241.0,386.0,56252.523,433.944,1759.629,6.516,7755693.0,4.11
99136,2021-03-20,3356331.0,23913.0,104642.0,401.0,56656.183,403.661,1766.398,6.769,7932160.0,4.22
99137,2021-03-21,3376376.0,20045.0,104942.0,300.0,56994.551,338.367,1771.462,5.064,8062969.0,4.29
99138,2021-03-22,3400877.0,24501.0,105328.0,386.0,57408.137,413.586,1777.978,6.516,8259781.0,4.4
99139,2021-03-23,3419616.0,18739.0,105879.0,551.0,57724.459,316.322,1787.279,9.301,8487027.0,4.52
99140,2021-03-24,3440862.0,21246.0,106339.0,460.0,58083.1,358.641,1795.044,7.765,8745483.0,4.67
99141,2021-03-25,3464543.0,23681.0,106799.0,460.0,58482.844,399.745,1802.809,7.765,9017422.0,4.81
99142,2021-03-26,3488619.0,24076.0,107256.0,457.0,58889.257,406.412,1810.523,7.714,9290384.0,4.95
99143,2021-03-27,3512453.0,23834.0,107636.0,380.0,59291.584,402.327,1816.938,6.415,9531999.0,5.06
99144,2021-03-28,3532057.0,19604.0,107933.0,297.0,59622.507,330.923,1821.951,5.013,9695794.0,5.13
99145,2021-03-29,3544957.0,12900.0,108350.0,417.0,59840.264,217.757,1828.99,7.039,9940297.0,5.24
99146,2021-03-30,3561012.0,16055.0,108879.0,529.0,60111.279,271.015,1837.92,8.93,10211367.0,5.37
99147,2021-03-31,3584899.0,23887.0,109346.0,467.0,60514.501,403.222,1845.803,7.883,10519055.0,5.52
99148,2021-04-01,3607083.0,22184.0,109847.0,501.0,60888.975,374.475,1854.26,8.457,10808152.0,5.68
99149,2021-04-02,3629000.0,21917.0,110328.0,481.0,61258.943,369.968,1862.38,8.119,11092184.0,5.81
99150,2021-04-03,3650247.0,21247.0,110704.0,376.0,61617.601,358.658,1868.727,6.347,11323321.0,5.91
99151,2021-04-04,3668264.0,18017.0,111030.0,326.0,61921.735,304.134,1874.23,5.503,11419673.0,5.95
99152,2021-04-05,3678944.0,10680.0,111326.0,296.0,62102.017,180.283,1879.227,4.997,11591351.0,6.01
99153,2021-04-06,3686707.0,7763.0,111747.0,421.0,62233.06,131.042,1886.333,7.107,11878688.0,6.14
99154,2021-04-07,3700393.0,13686.0,112374.0,627.0,62464.085,231.025,1896.917,10.584,12214164.0,6.29
99155,2021-04-08,3717602.0,17209.0,112861.0,487.0,62754.58,290.495,1905.138,8.221,12554497.0,6.44
99156,2021-04-09,3736526.0,18924.0,113579.0,718.0,63074.024,319.445,1917.258,12.12,12891773.0,6.58
99157,2021-04-10,3754077.0,17551.0,113923.0,344.0,63370.292,296.268,1923.065,5.807,13213909.0,6.7
99158,2021-04-11,3769814.0,15737.0,114254.0,331.0,63635.939,265.647,1928.652,5.587,13416486.0,6.77
99159,2021-04-12,3779594.0,9780.0,114612.0,358.0,63801.029,165.09,1934.696,6.043,13684960.0,6.87
99160,2021-04-13,3793033.0,13439.0,115088.0,476.0,64027.884,226.856,1942.731,8.035,13975690.0,6.99
99161,2021-04-14,3809193.0,16160.0,115557.0,469.0,64300.672,272.787,1950.647,7.917,14298436.0,7.12
99162,2021-04-15,3826156.0,16963.0,115937.0,380.0,64587.014,286.342,1957.062,6.415,14651807.0,7.29
99163,2021-04-16,3842079.0,15923.0,116366.0,429.0,64855.8,268.786,1964.304,7.242,15033750.0,7.46
99164,2021-04-17,3857443.0,15364.0,116676.0,310.0,65115.15,259.35,1969.537,5.233,15394794.0,7.6
99165,2021-04-18,3870131.0,12688.0,116927.0,251.0,65329.329,214.178,1973.774,4.237,15637453.0,7.69
99166,2021-04-19,3878994.0,8863.0,117243.0,316.0,65478.94,149.611,1979.108,5.334,15949587.0,7.84
99167,2021-04-20,3891063.0,12069.0,117633.0,390.0,65682.669,203.729,1985.691,6.583,16284743.0,8.01
99168,2021-04-21,3904899.0,13836.0,117997.0,364.0,65916.226,233.557,1991.836,6.144,16659456.0,8.21
99169,2021-04-22,3920945.0,16046.0,118357.0,360.0,66187.089,270.863,1997.913,6.077,17060368.0,8.44
99170,2021-04-23,3935703.0,14758.0,118699.0,342.0,66436.21,249.121,2003.686,5.773,17467596.0,8.66
99171,2021-04-24,3949517.0,13814.0,119021.0,322.0,66669.396,233.186,2009.121,5.435,17855776.0,8.86
99172,2021-04-25,3962674.0,13157.0,119238.0,217.0,66891.491,222.095,2012.784,3.663,18124006.0,8.95
99173,2021-04-26,3971114.0,8440.0,119539.0,301.0,67033.961,142.471,2017.865,5.081,18469848.0,9.11
99174,2021-04-27,3981512.0,10398.0,119912.0,373.0,67209.484,175.522,2024.162,6.296,18844819.0,9.31
99175,2021-04-28,3994894.0,13382.0,120256.0,344.0,67435.377,225.893,2029.968,5.807,19255533.0,9.56
99176,2021-04-29,4009208.0,14314.0,120544.0,288.0,67677.003,241.626,2034.83,4.862,19787329.0,9.88
99177,2021-04-30,4022653.0,13445.0,120807.0,263.0,67903.96,226.957,2039.27,4.44,20317842.0,10.22
99178,2021-05-01,4035617.0,12964.0,121033.0,226.0,68122.797,218.837,2043.085,3.815,20752197.0,10.5
99179,2021-05-02,4044762.0,9145.0,121177.0,144.0,68277.169,154.371,2045.515,2.431,21123028.0,10.72
99180,2021-05-03,4050708.0,5946.0,121433.0,256.0,68377.539,100.371,2049.837,4.321,21537189.0,10.95
99181,2021-05-04,4059821.0,9113.0,121738.0,305.0,68531.37,153.831,2054.985,5.149,21991097.0,11.2
99182,2021-05-05,4070400.0,10579.0,122005.0,267.0,68709.948,178.578,2059.492,4.507,22478534.0,11.47
99183,2021-05-06,4082198.0,11798.0,122263.0,258.0,68909.103,199.155,2063.847,4.355,23001156.0,11.79
99184,2021-05-07,4092747.0,10549.0,122470.0,207.0,69087.174,178.071,2067.342,3.494,23547992.0,12.13
99185,2021-05-08,4102921.0,10174.0,122694.0,224.0,69258.915,171.741,2071.123,3.781,24062642.0,12.48
99186,2021-05-09,4111210.0,8289.0,122833.0,139.0,69398.837,139.922,2073.469,2.346,24446849.0,12.71
99187,2021-05-10,4116287.0,5077.0,123031.0,198.0,69484.539,85.702,2076.812,3.342,24889355.0,12.97
99188,2021-05-11,4123230.0,6943.0,123282.0,251.0,69601.739,117.201,2081.049,4.237,25348296.0,13.25
99189,2021-05-12,4131078.0,7848.0,123544.0,262.0,69734.217,132.477,2085.471,4.423,25834582.0,13.54
99190,2021-05-13,4139160.0,8082.0,123745.0,201.0,69870.644,136.427,2088.864,3.393,26365277.0,13.86
99191,2021-05-14,4146722.0,7562.0,123927.0,182.0,69998.293,127.65,2091.936,3.072,26921969.0,14.22
99192,2021-05-15,4153374.0,6652.0,124063.0,136.0,70110.582,112.288,2094.232,2.296,27467995.0,14.56
99193,2021-05-16,4159122.0,5748.0,124156.0,93.0,70207.61,97.028,2095.802,1.57,27878532.0,14.82
99194,2021-05-17,4162576.0,3454.0,124296.0,140.0,70265.915,58.305,2098.165,2.363,28346905.0,15.17
99195,2021-05-18,4167025.0,4449.0,124497.0,201.0,70341.016,75.101,2101.558,3.393,28817831.0,15.52
99196,2021-05-19,4172525.0,5500.0,124646.0,149.0,70433.858,92.842,2104.073,2.515,29306483.0,15.86
99197,2021-05-20,4178261.0,5736.0,124810.0,164.0,70530.684,96.826,2106.842,2.768,29861792.0,16.31
99198,2021-05-21,4183476.0,5215.0,125028.0,218.0,70618.715,88.031,2110.522,3.68,30435159.0,16.75
99199,2021-05-22,4188190.0,4714.0,125153.0,125.0,70698.289,79.574,2112.632,2.11,30958610.0,17.15
99200,2021-05-23,4192183.0,3993.0,125225.0,72.0,70765.693,67.403,2113.847,1.215,31366632.0,17.48
99201,2021-05-24,4194672.0,2489.0,125335.0,110.0,70807.708,42.015,2115.704,1.857,31832191.0,17.85
99202,2021-05-25,4197892.0,3220.0,125501.0,166.0,70862.063,54.355,2118.506,2.802,32312913.0,18.26
99203,2021-05-26,4201827.0,3935.0,125622.0,121.0,70928.487,66.424,2120.549,2.043,32841877.0,18.71
99204,2021-05-27,4205970.0,4143.0,125793.0,171.0,70998.423,69.935,2123.435,2.887,33433658.0,19.23
99205,2021-05-28,4209707.0,3737.0,125919.0,126.0,71061.505,63.082,2125.562,2.127,34029692.0,19.72
99206,2021-05-29,4213055.0,3348.0,126002.0,83.0,71118.02,56.516,2126.963,1.401,34555065.0,20.1
99207,2021-05-30,4216003.0,2948.0,126046.0,44.0,71167.784,49.763,2127.706,0.743,34957639.0,20.38
99208,2021-05-31,4217821.0,1818.0,126128.0,82.0,71198.472,30.689,2129.09,1.384,35438453.0,20.73
99209,2021-06-01,4220304.0,2483.0,126221.0,93.0,71240.386,41.914,2130.66,1.57,35908713.0,21.07
99210,2021-06-02,4223200.0,2896.0,126283.0,62.0,71289.272,48.886,2131.707,1.047,36321703.0,21.25
99211,2021-06-03,4225163.0,1963.0,126342.0,59.0,71322.408,33.136,2132.703,0.996,36920409.0,21.54
99212,2021-06-04,4227719.0,2556.0,126415.0,73.0,71365.555,43.146,2133.935,1.232,37554552.0,21.83
99213,2021-06-05,4230153.0,2434.0,126472.0,57.0,71406.641,41.087,2134.897,0.962,38173713.0,22.13
99214,2021-06-06,4232428.0,2275.0,126523.0,51.0,71445.044,38.403,2135.758,0.861,38686438.0,22.35
99215,2021-06-07,4233698.0,1270.0,126588.0,65.0,71466.482,21.438,2136.855,1.097,39258634.0,22.61
99216,2021-06-08,4235592.0,1894.0,126690.0,102.0,71498.454,31.971,2138.577,1.722,39842019.0,22.88
99217,2021-06-09,4237790.0,2198.0,126767.0,77.0,71535.557,37.103,2139.877,1.3,40437398.0,23.15
99218,2021-06-10,4239868.0,2078.0,126855.0,88.0,71570.634,35.077,2141.362,1.485,41072251.0,23.42
99219,2021-06-11,4241760.0,1892.0,126924.0,69.0,71602.572,31.938,2142.527,1.165,41696189.0,23.69
99220,2021-06-12,4243482.0,1722.0,126976.0,52.0,71631.64,29.068,2143.405,0.878,42263403.0,23.89
99221,2021-06-13,4244872.0,1390.0,127002.0,26.0,71655.104,23.464,2143.844,0.439,42699598.0,24.03
99222,2021-06-14,4245779.0,907.0,127038.0,36.0,71670.414,15.311,2144.451,0.608,43233979.0,24.37
99223,2021-06-15,4247032.0,1253.0,127101.0,63.0,71691.566,21.151,2145.515,1.063,43771310.0,24.75
99224,2021-06-16,4248432.0,1400.0,127153.0,52.0,71715.198,23.633,2146.392,0.878,44330135.0,25.16
99225,2021-06-17,4249755.0,1323.0,127190.0,37.0,71737.531,22.333,2147.017,0.625,44935934.0,25.65
99226,2021-06-18,4250902.0,1147.0,127225.0,35.0,71756.893,19.362,2147.608,0.591,45546349.0,26.15
99227,2021-06-19,4252095.0,1193.0,127253.0,28.0,71777.031,20.138,2148.081,0.473,46106220.0,26.6
99228,2021-06-20,4252976.0,881.0,127270.0,17.0,71791.903,14.872,2148.368,0.287,46544567.0,26.97
99229,2021-06-21,4253460.0,484.0,127291.0,21.0,71800.073,8.17,2148.722,0.354,47104127.0,27.44
99230,2021-06-22,4254294.0,834.0,127322.0,31.0,71814.151,14.078,2149.245,0.523,47676637.0,27.92
99231,2021-06-23,4255434.0,1140.0,127352.0,30.0,71833.395,19.244,2149.752,0.506,48245904.0,28.42
99232,2021-06-24,4255700.0,266.0,127362.0,10.0,71837.885,4.49,2149.921,0.169,48858771.0,28.97
99233,2021-06-25,4256451.0,751.0,127418.0,56.0,71850.562,12.677,2150.866,0.945,49477073.0,29.54
99234,2021-06-26,4257289.0,838.0,127458.0,40.0,71864.708,14.146,2151.541,0.675,50032686.0,30.03
99235,2021-06-27,4258069.0,780.0,127472.0,14.0,71877.874,13.167,2151.777,0.236,50464544.0,30.4
99236,2021-06-28,4258456.0,387.0,127500.0,28.0,71884.407,6.533,2152.25,0.473,51024895.0,30.9
99237,2021-06-29,4259133.0,677.0,127542.0,42.0,71895.835,11.428,2152.959,0.709,51589204.0,31.45
99238,2021-06-30,4259909.0,776.0,127566.0,24.0,71908.934,13.099,2153.364,0.405,52163657.0,32.01
99239,2021-07-01,4260788.0,879.0,127587.0,21.0,71923.772,14.838,2153.719,0.354,52733773.0,32.6
99240,2021-07-02,4261582.0,794.0,127615.0,28.0,71937.175,13.403,2154.191,0.473,53290240.0,33.21
99241,2021-07-03,4262511.0,929.0,127637.0,22.0,71952.857,15.682,2154.563,0.371,53817991.0,33.82
99242,2021-07-04,4263317.0,806.0,127649.0,12.0,71966.463,13.606,2154.765,0.203,54232915.0,34.29
99243,2021-07-05,4263797.0,480.0,127680.0,31.0,71974.565,8.103,2155.288,0.523,54774452.0,34.92
99244,2021-07-06,4264704.0,907.0,127704.0,24.0,71989.876,15.311,2155.694,0.405,55313636.0,35.56
99245,2021-07-07,4265714.0,1010.0,127718.0,14.0,72006.925,17.049,2155.93,0.236,55862926.0,36.24
99246,2021-07-08,4267105.0,1391.0,127731.0,13.0,72030.406,23.481,2156.149,0.219,56449569.0,37.04
99247,2021-07-09,4268491.0,1386.0,127756.0,25.0,72053.802,23.396,2156.571,0.422,57049221.0,37.87
99248,2021-07-10,4269885.0,1394.0,127768.0,12.0,72077.333,23.531,2156.774,0.203,57619047.0,38.67
99249,2021-07-11,4271276.0,1391.0,127775.0,7.0,72100.814,23.481,2156.892,0.118,58030679.0,39.26
99250,2021-07-12,4272163.0,887.0,127788.0,13.0,72115.787,14.973,2157.112,0.219,58598540.0,40.07
99251,2021-07-13,4273693.0,1530.0,127808.0,20.0,72141.614,25.827,2157.449,0.338,59170896.0,40.9
99252,2021-07-14,4275846.0,2153.0,127831.0,23.0,72177.957,36.343,2157.837,0.388,59739004.0,41.69
99253,2021-07-15,4278319.0,2473.0,127840.0,9.0,72219.702,41.745,2157.989,0.152,60354003.0,42.57
99254,2021-07-16,4281214.0,2895.0,127851.0,11.0,72268.571,48.869,2158.175,0.186,60950906.0,43.42
99255,2021-07-17,4284332.0,3118.0,127864.0,13.0,72321.204,52.633,2158.394,0.219,61489432.0,44.19
99256,2021-07-18,4287458.0,3126.0,127867.0,3.0,72373.972,52.768,2158.445,0.051,61934751.0,44.8
99257,2021-07-19,4289528.0,2070.0,127874.0,7.0,72408.915,34.942,2158.563,0.118,62509880.0,45.57
99258,2021-07-20,4293083.0,3555.0,127884.0,10.0,72468.924,60.01,2158.732,0.169,63077940.0,46.33
99259,2021-07-21,4297337.0,4254.0,127905.0,21.0,72540.734,71.809,2159.087,0.354,63662987.0,47.09
99260,2021-07-22,4302393.0,5056.0,127920.0,15.0,72626.081,85.347,2159.34,0.253,64270691.0,47.88
99261,2021-07-23,4307535.0,5142.0,127937.0,17.0,72712.88,86.799,2159.627,0.287,64859066.0,48.61
99262,2021-07-24,4312673.0,5138.0,127942.0,5.0,72799.611,86.731,2159.711,0.084,65354673.0,49.25
99263,2021-07-25,4317415.0,4742.0,127949.0,7.0,72879.658,80.047,2159.829,0.118,65718504.0,49.73
99264,2021-07-26,4320530.0,3115.0,127971.0,22.0,72932.241,52.582,2160.201,0.371,66284209.0,50.44
99265,2021-07-27,4325046.0,4516.0,127995.0,24.0,73008.472,76.232,2160.606,0.405,66858216.0,51.17
99266,2021-07-28,4330739.0,5693.0,128010.0,15.0,73104.573,96.1,2160.859,0.253,67398100.0,51.81
